CE_ID,CE_Name,Rarity,CE_Summon
1141,Clear Beginnings,4-Star,Limited
1142,We are Friends,3-Star,Misc
1143,Dancing Spinning Tops,4-Star,Event
1144,Craft Essence EXP Card: Cornered Rat,4-Star,Misc
1145,Purple Jade Flute,4-Star,MaxBond
1146,Those who Observe the Stars,4-Star,Misc
1147,Therapeutic Spa,5-Star,Event
1148,Shinjuku Phantom Incident,4-Star,Misc
1149,Gran Cavallo,5-Star,Misc
1150,Chocolate Heaven,5-Star,Limited
1151,Queen's Dream,4-Star,Limited
1152,Midnight Tension,3-Star,Limited
1153,Knit the Love,5-Star,Event
1154,Chaldea Picture Diary,4-Star,MaxBond
1155,Grand Chocolate,4-Star,Event
1156,Affectionate (Sneer) Choco,4-Star,Event
1157,Mercury Choco,4-Star,Event
1158,Stars and Wine Chocolate,4-Star,Event
1159,Fudge,4-Star,Event
1160,Premier Chocolate Cake,4-Star,Event
1161,Embodiment of Good Luck,4-Star,Event
1162,Beginner-Use Hunting Set,4-Star,Event
1163,An Ordinary Miraculous Stone,4-Star,Event
1164,Late Night Chat,4-Star,Event
1165,Medical-Use Choco,4-Star,Event
1166,Dried Persimmons,4-Star,Event
1167,Fool's Gourd,4-Star,Event
1168,A Short Rest with Tea Preparation,4-Star,Event
1169,Bishamonten Choco,4-Star,Event
1170,Chaldea New Order,4-Star,Event
1171,Miniature Argo,4-Star,Event
1172,Apollo Figure,4-Star,Event
1173,Choco Cupcake,4-Star,Event
1174,Peek-a-Bang Wigs,4-Star,Event
1175,Xia Dynasty's Universal Fountain Pen & Wooden Writing Strips,4-Star,Event
1176,Present for My Beloved Darling (You),4-Star,Event
1177,"From Salome, To You",4-Star,Event
1178,Parfait Demon Sword Buster,4-Star,Event
1179,Wagashi-Styled Choco + Letters,4-Star,Event
1180,Absolutely Not Stolen For You Choco,4-Star,Event
1181,Choco Choco Octopus Netsuke,4-Star,Event
1182,Chocolate Cake Bunny White,4-Star,Event
1183,Bluebird Jelly Ice,4-Star,Event
1184,Jet Choco Y?kan,4-Star,Event
1185,Space Diorama Choco,4-Star,Event
1186,SCB (Space Chocolate Bar),4-Star,Event
1187,Bunny Ears,4-Star,Event
1188,Springy Kagami Mochi Choco,4-Star,Event
1189,Chocolate-Flavoured Ampoule,4-Star,Event
1190,Tri-Star Belt (Handmade),4-Star,Event
1191,Durandal Replica,4-Star,Event
1192,Homemade Brownies and Hot-Milk,4-Star,Event
1193,Hua Qing Palace Confectionery Hot Springs Mantou,4-Star,Event
1194,Ito's Sweets,4-Star,Event
1195,Tropical Memoria,4-Star,Event
1196,Royal Travelling Incognito,5-Star,Limited
1197,Blue Illusion,5-Star,Limited
1198,Exclusive Tailor,4-Star,Limited
1199,Detective Edmond ~Embarking on a New Chapter Arc~,4-Star,Limited
1200,My Student Council,4-Star,Limited
1201,Superb Turbulent Times,3-Star,Limited
1202,Gods' Deal,3-Star,Limited
1203,Daddy Letters Live,3-Star,Limited
1204,Buzzer Beater,3-Star,Limited
1205,Symbol of Adventure,4-Star,MaxBond
1206,"A Graceful Heaven, A Magnanimous Earth",4-Star,Misc
1207,Witchcraft,5-Star,Non-Limited
1208,Rhythmic Verse,4-Star,Non-Limited
1209,Yggdmillennia's Pedigree,3-Star,Non-Limited
1210,Looking Towards Tomorrow Together,4-Star,ETC
1211,Starlight Sword and Discus,4-Star,MaxBond
1212,Sea God's Trident,4-Star,MaxBond
1213,Towards the Cosmos,4-Star,MaxBond
1214,Free Seating,5-Star,Misc
1215,Mission Start,5-Star,Limited
1216,Tournament Star,4-Star,Limited
1217,Mix Juice,3-Star,Limited
1218,Looking Up at the Starry Sky,5-Star,Event
1219,Titan IIIE Rocket,4-Star,MaxBond
1220,Sound of the Imperial Court's Koto,4-Star,MaxBond
1221,Caudron Simoun,4-Star,MaxBond
1222,Heroic Spirit Travel Journal: Atalanta,4-Star,Heroic_Spirit
1223,Heroic Spirit Travel Journal: Anastasia,4-Star,Heroic_Spirit
1224,Heroic Spirit Travel Journal: Abigail Williams,4-Star,Heroic_Spirit
1225,Heroic Spirit Travel Journal: Amakusa Shir?,4-Star,Heroic_Spirit
1226,Heroic Spirit Travel Journal: Artoria Pendragon,4-Star,Heroic_Spirit
1227,Heroic Spirit Travel Journal: Ishtar,4-Star,Heroic_Spirit
1228,Heroic Spirit Travel Journal: Ushiwakamaru and Musashib? Benkei,4-Star,Heroic_Spirit
1229,Heroic Spirit Travel Journal: Ereshkigal,4-Star,Heroic_Spirit
1230,Heroic Spirit Travel Journal: Yan Qing,4-Star,Heroic_Spirit
1231,Heroic Spirit Travel Journal: Okada Iz?,4-Star,Heroic_Spirit
1232,Heroic Spirit Travel Journal: Osakabehime,4-Star,Heroic_Spirit
1233,Heroic Spirit Travel Journal: Katsushika Hokusai,4-Star,Heroic_Spirit
1234,Heroic Spirit Travel Journal: Kat? Danz?,4-Star,Heroic_Spirit
1235,Heroic Spirit Travel Journal: Karna and Arjuna,4-Star,Heroic_Spirit
1236,Heroic Spirit Travel Journal: Kiyohime,4-Star,Heroic_Spirit
1237,Heroic Spirit Travel Journal: Kingprotea,4-Star,Heroic_Spirit
1238,Heroic Spirit Travel Journal: Cú Chulainn,4-Star,Heroic_Spirit
1239,Heroic Spirit Travel Journal: Consort Yu,4-Star,Heroic_Spirit
1240,Heroic Spirit Travel Journal: Georgios,4-Star,Heroic_Spirit
1241,Heroic Spirit Travel Journal: Xuanzang Sanzang,4-Star,Heroic_Spirit
1242,Heroic Spirit Travel Journal: Sasaki Kojir?,4-Star,Heroic_Spirit
1243,Heroic Spirit Travel Journal: Sigurd and Brynhildr,4-Star,Heroic_Spirit
1244,Heroic Spirit Travel Journal: Sherlock Holmes,4-Star,Heroic_Spirit
1245,Heroic Spirit Travel Journal: Jaguar Man,4-Star,Heroic_Spirit
1246,Heroic Spirit Travel Journal: Jack the Ripper,4-Star,Heroic_Spirit
1247,Heroic Spirit Travel Journal: Shuten D?ji,4-Star,Heroic_Spirit
1248,Heroic Spirit Travel Journal: Scáthach-Skaði,4-Star,Heroic_Spirit
1249,Heroic Spirit Travel Journal: Suzuka Gozen,4-Star,Heroic_Spirit
1250,Heroic Spirit Travel Journal: Sei Sh?nagon,4-Star,Heroic_Spirit
1251,Heroic Spirit Travel Journal: Mysterious Heroine X,4-Star,Heroic_Spirit
1252,Heroic Spirit Travel Journal: Nitocris,4-Star,Heroic_Spirit
1253,Heroic Spirit Travel Journal: F?ma Kotar?,4-Star,Heroic_Spirit
1254,Heroic Spirit Travel Journal: Frankenstein,4-Star,Heroic_Spirit
1255,Heroic Spirit Travel Journal: Bedivere,4-Star,Heroic_Spirit
1256,Heroic Spirit Travel Journal: Beni-Enma,4-Star,Heroic_Spirit
1257,Heroic Spirit Travel Journal: Heracles,4-Star,Heroic_Spirit
1258,Heroic Spirit Travel Journal: Paul Bunyan,4-Star,Heroic_Spirit
1259,Heroic Spirit Travel Journal: Merlin,4-Star,Heroic_Spirit
1260,Heroic Spirit Travel Journal: Mashu Kyrielight,4-Star,Heroic_Spirit
1261,Heroic Spirit Travel Journal: Marie Antoinette,4-Star,Heroic_Spirit
1262,Heroic Spirit Travel Journal: Martha,4-Star,Heroic_Spirit
1263,Heroic Spirit Travel Journal: Miyamoto Musashi,4-Star,Heroic_Spirit
1264,Heroic Spirit Travel Journal: Murasaki Shikibu,4-Star,Heroic_Spirit
1265,Heroic Spirit Travel Journal: Medusa,4-Star,Heroic_Spirit
1266,Heroic Spirit Travel Journal: Mori Nagayoshi,4-Star,Heroic_Spirit
1267,Heroic Spirit Travel Journal: Yagy? Tajima no Kami Munenori,4-Star,Heroic_Spirit
1268,Heroic Spirit Travel Journal: Lanling Wang,4-Star,Heroic_Spirit
1269,Heroic Spirit Travel Journal: Leonardo Da Vinci,4-Star,Heroic_Spirit
1270,Celebrate Memories,5-Star,Limited
1271,Brainstorming,4-Star,Limited
1272,Filler Flower,3-Star,Limited
1273,Idol Maker,5-Star,Misc
1274,The Promised Moment,4-Star,MaxBond
1275,Waltz in the MOONLIGHT,4-Star,Misc
1276,Ephemeral Silhouette,4-Star,Misc
1277,The Path I Saw in My Dreams,4-Star,Misc
1278,Seed of the Briar,4-Star,Misc
1279,Above the Heavens,4-Star,Misc
1280,Honey Lake,5-Star,Limited
1281,Happy?Drive,4-Star,Limited
1282,Horror Concierge,3-Star,Event
1283,Hide Hunter,5-Star,Event
1284,Chainsaw of the Dead,5-Star,Event
1285,Innocent Blue,5-Star,Limited
1286,Climbing Battle,4-Star,Limited
1287,Barbecue Buddies,3-Star,Limited
1288,Palm-Top Multistoried Building,4-Star,MaxBond
1289,Splatter Rainbow!,4-Star,MaxBond
1290,Summer Gift,4-Star,MaxBond
1291,Cuddling Up in Summer,4-Star,MaxBond
1292,Balloon Scimitar,4-Star,MaxBond
1293,Chaldea VR (Controllers Included),4-Star,MaxBond
1294,Recommended Books for Chaldean Summer,4-Star,MaxBond
1295,True Crimson Spear Trainer,5-Star,Limited
1296,Hell's Kitchen,4-Star,Limited
1297,Blue Sky Academy,3-Star,Limited
1298,Wearing Our Hearts on Our Sleeves,5-Star,Event
1299,Firefly's Flame of Integrity,5-Star,Limited
1300,A Sunny Day,4-Star,Limited
1301,Golden Prairie,3-Star,Limited
1302,Himiko's Leisure,5-Star,Event
1303,My Favourite Sheet,4-Star,MaxBond
1304,Memoir,4-Star,MaxBond
1305,Demon King's Tribute,4-Star,MaxBond
1306,Craft Essence EXP Card: Welcome to Yamatai-koku!,4-Star,Misc
1307,Craft Essence EXP Card: Fearless and Invincible,3-Star,Misc
1308,Mystery Treasure,5-Star,Limited
1309,Greatest Ocean,4-Star,Limited
1310,Colour Me True,3-Star,Limited
1311,Like a Bird,5-Star,Event
1312,On The Mysterious Wandering Island,4-Star,MaxBond
1313,Self-Portrait At Chaldea,4-Star,MaxBond
1314,Take Romance,5-Star,Misc
1315,Charm of Love,5-Star,Non-Limited
1316,Monarch's Temperament,4-Star,Non-Limited
1317,God's Tongue,3-Star,Friend
1318,"And Finally, At Mount ?e",4-Star,ETC
1319,Vindication,4-Star,MaxBond
1320,Tale of the Beginning and the End,4-Star,MaxBond
1321,Gentle Steps,4-Star,Misc
1322,Prayer towards the Night Sky,4-Star,Misc
1323,Occasional Amusement,4-Star,Misc
1324,Having a Light Lunch,4-Star,Misc
1325,Moonlight Ball,4-Star,Misc
1326,Sword of Gods,4-Star,MaxBond
1327,Twinkle Star,5-Star,Limited
1328,Red Box,4-Star,Limited
1329,Freeze Frame,3-Star,Limited
1330,Cherry Icicle,5-Star,Event
1331,Natural Dam Boundary,4-Star,MaxBond
1332,Christmas Belt,4-Star,MaxBond
1333,Springtime Koto Strings,5-Star,Limited
1334,Fortune Comes to the Kotatsu Surrounded by Laughter,4-Star,Limited
1335,Brave One,3-Star,Misc
1336,Kemari Is Fun Too,4-Star,Event
1337,Craft Essence EXP Card: Rodeo,4-Star,Misc
1338,Continuation of what Happens After,4-Star,MaxBond
1339,Perfect New Year,4-Star,Misc
1340,Winter Caravan Online,4-Star,Misc
1341,One-Inch Princess,5-Star,Limited
1342,Zen Miniature Garden,4-Star,Limited
1343,Taking a Seat,3-Star,Limited
1344,Stitching for Your Beloved One,5-Star,Event
1345,Azamaru,4-Star,MaxBond
1346,Kiichi's Takageta,4-Star,MaxBond
1347,Fate/Grand Order Memories III,4-Star,Misc
1348,Cook's Heart,5-Star,Limited
1349,Bitter Jewel,4-Star,Limited
1350,Dear Friend,3-Star,Limited
1351,White Garden,5-Star,Event
1352,Singin' In The Spring,4-Star,MaxBond
1353,The Outlook of Only Those Who Have Experienced Adventure,4-Star,Event
1354,Gemini Sweets,4-Star,Event
1355,Saint Elmo's Fire,4-Star,Event
1356,Slightly Burnt Croissants,4-Star,Event
1357,Magnus Lupus,4-Star,Event
1358,Chaldea Portrait,4-Star,Event
1359,Jurassic Chocolate,4-Star,Event
1360,Normal Friend's Chocolate,4-Star,Event
1361,First Valentine,4-Star,Event
1362,One Summer's Mirage Set,4-Star,Event
1363,Spread ? Rainbow!,4-Star,Event
1364,Valkyrie's Wedding,4-Star,Event
1365,Obligation Chocolate to Report Her Happiness,4-Star,Event
1366,Starry Night,4-Star,Event
1367,Nourishment Brand Jelly,4-Star,Event
1368,Library Ice Cream,4-Star,Event
1369,Himiko of the Light Chocolate,4-Star,Event
1370,A Bowl at Midnight,4-Star,Event
1371,Wooden Shrike Sculpture,4-Star,Event
1372,Gogh's (Attempted) Chocolate Marinade,4-Star,Event
1373,Memories,4-Star,Event
1374,D?man's Talisman,4-Star,Event
1375,Oni Chocolate Set,4-Star,Event
1376,Devils Food Cake,4-Star,Event
1377,The Sealed Best Delicacy,4-Star,Event
1378,Champion Trophy,4-Star,Event
1379,Artisan's Mochi,4-Star,Event
1380,Genpei's Rice Cracker,4-Star,Event
1381,Open and Be Surprised by Tengu Chocolate,4-Star,Event
1382,Heavenly Heart,4-Star,Event
1383,Chaldea Spring Holiday,4-Star,Event
1384,Beyond The Rain Cloud,5-Star,Misc
1385,Flower and Cafe,5-Star,Limited
1386,Club Argonauts,5-Star,Limited
1387,Detective Edmond ~Resurrected Nightmare Arc~,4-Star,Limited
1388,Round on Ice,4-Star,Limited
1389,Night Parade of One Hundred Demons,4-Star,Limited
1390,Chaldea Eleven,3-Star,Limited
1391,Supreme Academy,3-Star,Limited
1392,Splat-Gun,3-Star,Limited
1393,Infinity Dream,3-Star,Limited
1394,City where Dreams are Born,5-Star,Limited
1395,Junk Shop,4-Star,Limited
1396,Hào Ch??,3-Star,Limited
1397,The Unmanipulatable Ones,5-Star,Event
1398,Memory of Cyprus,4-Star,MaxBond
1399,Flower Sunshine,5-Star,Limited
1400,Chaldea Stars,4-Star,Limited
1401,Camelot Lesson,3-Star,Limited
1402,Blossoming Under the Crimson Sky,5-Star,Event
1403,"My Aspiration, With You",4-Star,MaxBond
1404,My Galaxy DEMO Tape,4-Star,MaxBond
1405,Hand in Hand,4-Star,Misc
1406,Make a Toast,4-Star,Misc
1407,Celebration Bouquet,4-Star,Misc
1408,Appreciation,4-Star,Misc
1409,Fate/Grand Carnival 1st Season,4-Star,Misc
1410,Beyond the Night Without the Snow Flower,5-Star,Misc
1411,The Lone Bearer,5-Star,Non-Limited
1412,Jewel Magic Bullet,4-Star,Non-Limited
1413,Imaginary Number Attribute,4-Star,Non-Limited
1414,Vessel of Desires,4-Star,Non-Limited
1415,The Have-Nots,3-Star,Friend
1416,At the Furthest Ends,4-Star,MaxBond
1417,Stomach Destroyer,4-Star,MaxBond
1418,Awkward Gratification,4-Star,MaxBond
1419,Aurora,4-Star,MaxBond
1420,Holy Lance Longinus,4-Star,MaxBond
1421,Heroic Spirit Tour: A?vatth?man,4-Star,Heroic_Spirit
1422,Heroic Spirit Tour: Astolfo,4-Star,Heroic_Spirit
1423,Heroic Spirit Tour: Ushiwakamaru,4-Star,Heroic_Spirit
1424,Heroic Spirit Tour: Sait? Hajime,4-Star,Heroic_Spirit
1425,Heroic Spirit Tour: Dioscuri,4-Star,Heroic_Spirit
1426,Heroic Spirit Tour: Voyager,4-Star,Heroic_Spirit
1427,Heroic Spirit Tour: Ashiya D?man,4-Star,Heroic_Spirit
1428,Heroic Spirit Tour: Abigail Williams,4-Star,Heroic_Spirit
1429,Heroic Spirit Tour: Van Gogh,4-Star,Heroic_Spirit
1430,Heroic Spirit Tour: Oda Nobukatsu,4-Star,Heroic_Spirit
1431,Heroic Spirit Tour: Kama,4-Star,Heroic_Spirit
1432,Heroic Spirit Tour: Nitocris,4-Star,Heroic_Spirit
1433,Heroic Spirit Tour: Jason,4-Star,Heroic_Spirit
1434,Heroic Spirit Tour: Ishtar,4-Star,Heroic_Spirit
1435,Heroic Spirit Tour: Helena Blavatsky,4-Star,Heroic_Spirit
1436,Heroic Spirit Tour: Jaguar Man,4-Star,Heroic_Spirit
1437,Heroic Spirit Tour: Mysterious Idol X,4-Star,Heroic_Spirit
1438,Heroic Spirit Tour: Mysterious Alter Ego ?,4-Star,Heroic_Spirit
1439,Final Singularity - The Grand Temple of Time: Solomon,4-Star,Misc
1440,Heroic Spirit Tour: Carmilla,4-Star,Heroic_Spirit
1441,Heroic Spirit Tour: James Moriarty,4-Star,Heroic_Spirit
1442,Heroic Spirit Tour: Queen Medb,4-Star,Heroic_Spirit
1443,Heroic Spirit Tour: Beni-Enma,4-Star,Heroic_Spirit
1444,Heroic Spirit Tour: Miss Crane,4-Star,Heroic_Spirit
1445,Heroic Spirit Tour: Yang Guifei,4-Star,Heroic_Spirit
1446,Heroic Spirit Tour: Asclepius,4-Star,Heroic_Spirit
1447,Heroic Spirit Tour: Amadeus,4-Star,Heroic_Spirit
1448,Heroic Spirit Tour: Artoria Caster,4-Star,Heroic_Spirit
1449,Heroic Spirit Tour: Artoria Pendragon,4-Star,Heroic_Spirit
1450,Heroic Spirit Tour: Vritra,4-Star,Heroic_Spirit
1451,Heroic Spirit Tour: Scáthach-Skaði,4-Star,Heroic_Spirit
1452,Heroic Spirit Tour: Bartholomew Roberts,4-Star,Heroic_Spirit
1453,Heroic Spirit Tour: Himiko,4-Star,Heroic_Spirit
1454,Heroic Spirit Tour: Watanabe no Tsuna,4-Star,Heroic_Spirit
1455,Heroic Spirit Tour: Gareth,4-Star,Heroic_Spirit
1456,Heroic Spirit Tour: Xuanzang Sanzang,4-Star,Heroic_Spirit
1457,Heroic Spirit Tour: Senji Muramasa,4-Star,Heroic_Spirit
1458,Wizard Marshal,5-Star,Non-Limited
1459,Summer Anniversary,5-Star,Limited
1460,Reading Holiday,4-Star,Limited
1461,Gof Special,3-Star,Limited
1462,Ambition of Koyanskaya ?East Coast Edition?,4-Star,MaxBond
1463,Gloucester in 2018,4-Star,ETC
1464,The Promise After 2400 Years,4-Star,MaxBond
1465,A Pavane for the Deceased Princess,4-Star,MaxBond
1466,Torchbearing Girl,4-Star,Misc
1467,Into the Ethereal Veil,5-Star,Misc
1468,Angel Heart,5-Star,EventLimited
1469,Pinky Beach,4-Star,EventLimited
1470,Pirates of the Jungle,3-Star,EventLimited
1471,Treasure of the Caribbean,5-Star,EventLimited
1472,Golden Path,4-Star,EventLimited
1473,At the Street Corner of the Decorating Sea,3-Star,EventLimited
1474,Ocean Flyer,5-Star,Event
1475,Sink Deeper,5-Star,Event
1476,At the Corner of the Eternal Void,4-Star,MaxBond
1477,"Summer, Ice Cream, and Viy",4-Star,MaxBond
1478,Illusion for You,4-Star,MaxBond
1479,Summer Adventure Memory,4-Star,MaxBond
1480,Summer's Corruption Set,4-Star,MaxBond
1481,The Great Sea Serpent,4-Star,MaxBond
1482,Elegant Thing 2021,4-Star,MaxBond
1483,Moonlit Night's Free-For-All,4-Star,Misc
1484,Fate/Grand Carnival 2nd Season,4-Star,Misc
1485,Crystallization of Winter,4-Star,Non-Limited
1486,White Maiden of Silver Flowers,5-Star,Limited
1487,Small Cat's Rondo,4-Star,Limited
1488,Protagonista,3-Star,Limited
1489,Jade Hairpin,5-Star,Event
1490,Tiny Dressmaker,5-Star,Event
1491,Bare Kings,5-Star,Event
1492,Amulet from the Depths of the Dark Forest,4-Star,MaxBond
1493,Golden Shackles,4-Star,MaxBond
1494,Glass Slippers that Never Rest,4-Star,MaxBond
1495,Blazing Adversities,5-Star,Limited
1496,Love Chaos,4-Star,Limited
1497,Those Eyes Let None Get Away,3-Star,Limited
1498,Geisha Dancing with Flowers,5-Star,Event
1499,Craft Essence EXP Card: Okuni Theatre Chaldea's Performance,4-Star,Misc
1500,Craft Essence EXP Card: Mysterious Ranmaru X Coming In!,3-Star,Misc
1501,God's Remains,4-Star,MaxBond
1502,May the Stars be Aligned,4-Star,MaxBond
1503,An Incident at a Certain Sea,4-Star,MaxBond
1504,Seeking the End of Eternity,5-Star,Misc
1505,Holy Heart,5-Star,Limited
1506,Thousand Nights,4-Star,Limited
1507,Wish Come True,3-Star,Limited
1508,Like a Lady,5-Star,Event
1509,The Sky that I Looked Up At...,4-Star,MaxBond
1510,Chaldea Satellite Station,4-Star,Misc
1511,Saintess of the Winter,5-Star,Non-Limited
1512,Garden Caretakers,4-Star,Non-Limited
1513,Homurahara Academy Student Council President,3-Star,Non-Limited
1514,Empty Garden,5-Star,Limited
1515,Turning of Tides,4-Star,Limited
1516,Street of Eternal Slumber,3-Star,Limited
1517,Gods-Smiting Whip,4-Star,MaxBond
1518,Zmei Gorynych,4-Star,MaxBond
1519,First Drawing,5-Star,Limited
1520,With All My Heart,4-Star,Limited
1521,Maximum Overdrive,3-Star,Misc
1522,Craft Essence EXP Card: Life of Olga,4-Star,Misc
1523,Ambition of Koyanskaya ?Eurasia Edition?,4-Star,MaxBond
1524,Lion Cub Dance,4-Star,Event
1525,Let's Go for Hatsum?de,4-Star,Misc
1526,What Was Entrusted to Her,4-Star,MaxBond
1527,Inexhaustible Pile of Dust,4-Star,ETC
1528,Valentine Witches,5-Star,Limited
1529,Melty Love,4-Star,Limited
1530,Hot Chocolatl,3-Star,Limited
1531,Thank You for Your Hard Work!,5-Star,Event
1532,Enbarr,4-Star,MaxBond
1533,Title: Self Sculpture using Chocolate ver.2,4-Star,Event
1534,"Crane, Chocolat, and Warmth",4-Star,Event
1535,Galaxy for Two,4-Star,Event
1536,The Tale of Camelot,4-Star,Event
1537,Bite-Sized Chocolate Mountain,4-Star,Event
1538,Dancing Red Pile,4-Star,Event
1539,Robust Dragon Heart,4-Star,Event
1540,Beautiful Yet Short-Lived Flower,4-Star,Event
1541,Pink Pistol Chocolate,4-Star,Event
1542,Habenyan Hat,4-Star,Event
1543,Void's Dust,4-Star,Event
1544,Friendly Rengoku Chocolate,4-Star,Event
1545,Ultra Solid Ice Chocolate,4-Star,Event
1546,White Pigeon,4-Star,Event
1547,Chaldea Summer Order,4-Star,Event
1548,Horrible Demon King's Chocolate,4-Star,Event
1549,Fresh Fishes Set,4-Star,Event
1550,Honey Willow Toast,4-Star,Event
1551,The Tragicomedy of the Templar Order,4-Star,Event
1552,Dates Chocolate,4-Star,Event
1553,Halloween Party Night!,4-Star,Event
1554,Izumo Pipe Chocolate,4-Star,Event
1555,Mysterious Ranmaru Chocolate X,4-Star,Event
1556,White Oath,4-Star,Event
1557,Stollen!,4-Star,Event
1558,Perfect Fishing Spot,4-Star,Event
1559,Damascus Steel Dagger,4-Star,Event
1560,NFF Extra,4-Star,Event
1561,King's Sculpture Chocolate,4-Star,Event
1562,Bazenan-Style Sweets for Valentine,4-Star,Event
1563,Chaldea Petit Ange,4-Star,Event
1564,Baleful Bone Mound,4-Star,ETC
1565,The Wolf's Story,5-Star,Misc
1566,One Night's Dream,5-Star,Limited
1567,Water Gun Battle,5-Star,Limited
1568,Detective Edmond ~The Final Case~,4-Star,Limited
1569,Buddy Cop,4-Star,Limited
1570,Chance Meeting Under the Moon,4-Star,Limited
1571,Chaldea Express,3-Star,Limited
1572,Ultimate Harmony,3-Star,Limited
1573,Chaldea Delinquent Gang,3-Star,Limited
1574,Power Shot,3-Star,Limited
1575,Phantasmal Princess,5-Star,Non-Limited
1576,Paradise of Flowers,4-Star,Non-Limited
1577,Illusionary Confessional,4-Star,Non-Limited
1578,Galaxy Keraunos,5-Star,Limited
1579,Doc Kykeon,4-Star,Limited
1580,Secret Company Assassin,3-Star,Limited
1581,Check Ready,5-Star,Event
1582,Cosmo Chaldea High School,5-Star,Event
1583,Maw of a Barbaric Dragon,4-Star,ETC
1584,Goddess of the Netherworld,5-Star,Limited
1585,Eye of the Tiger,4-Star,Limited
1586,World Excursion,3-Star,Limited
1587,The Star's Holiday,5-Star,Event
1588,The Baby Elephants,4-Star,MaxBond
1589,The Awakening,4-Star,MaxBond
1590,Record of Heroes,4-Star,ETC
1591,Crystal Cavity of Red Soil,4-Star,ETC
1592,Learn Even More with Manga! FGO,4-Star,Misc
1593,Adventures in the Children Kingdom,5-Star,Limited
1594,Jurassic Dream,4-Star,Limited
1595,Pleasure Hunt,3-Star,Limited
1596,Cranking,5-Star,Event
1597,Craft Essence EXP Card: S Bunyan Advent,4-Star,Misc
1598,Craft Essence EXP Card: Daikokuten & Anning Advent,3-Star,Misc
1599,The Great Mystery,4-Star,MaxBond
1600,When We Were Animals,4-Star,MaxBond
1601,Birthplace,4-Star,MaxBond
1602,All Fades to Dust,4-Star,MaxBond
1603,Sandtop Cloister of Shells,4-Star,ETC
1604,Heaven-Blessed Tailfeathers,4-Star,ETC
1605,Rising Against the Azure Sky,5-Star,Misc
1606,Average One: Wielder of Five Great Elements,5-Star,Non-Limited
1607,Projection Loading,4-Star,Non-Limited
1608,Yearning for Succession,4-Star,Non-Limited
1609,Transmutation Magecraft,4-Star,Non-Limited
1610,Unwithering Flower,3-Star,Non-Limited
1611,Keep a Prayer Burning in Your Heart,4-Star,ETC
1612,"A King's Blade, A Hero's Blade",4-Star,MaxBond
1613,Baring It All,4-Star,MaxBond
1614,Something I Could Not Care Less about,4-Star,MaxBond
1615,Logical Malignant,4-Star,MaxBond
1616,The Lovely Princess and the Faithful Knight,4-Star,MaxBond
1617,Yellow Turban,4-Star,MaxBond
1618,Forbidden Bookshelf,4-Star,ETC
1619,Perpetual Rotating Mechanism,4-Star,ETC
1620,Mt. Fuji Pilgrimage,5-Star,Limited
1621,Fortress of the Swords,4-Star,Limited
1622,Brave Warriors of the Prairie,3-Star,Limited
1623,Heart Breaker,5-Star,Event
1624,Nans? Satomi Hakkenden,4-Star,MaxBond
1625,A Single Blow to Fell a Ship,4-Star,MaxBond
1626,Heroic Spirit Dream Portrait: Red Hare,4-Star,Heroic_Spirit
1627,Heroic Spirit Dream Portrait: Percival,4-Star,Heroic_Spirit
1628,Heroic Spirit Dream Portrait: Charlotte Corday,4-Star,Heroic_Spirit
1629,Heroic Spirit Dream Portrait: Mandricardo,4-Star,Heroic_Spirit
1630,Heroic Spirit Dream Portrait: Mélusine,4-Star,Heroic_Spirit
1631,Heroic Spirit Dream Portrait: James Moriarty,4-Star,Heroic_Spirit
1632,Heroic Spirit Dream Portrait: Arjuna,4-Star,Heroic_Spirit
1633,Heroic Spirit Dream Portrait: Barghest,4-Star,Heroic_Spirit
1634,Heroic Spirit Dream Portrait: Leonardo Da Vinci,4-Star,Heroic_Spirit
1635,Heroic Spirit Dream Portrait: Baobhan Sith,4-Star,Heroic_Spirit
1636,Heroic Spirit Dream Portrait: Anastasia & Viy,4-Star,Heroic_Spirit
1637,Heroic Spirit Dream Portrait: Dobrynya Nikitich,4-Star,Heroic_Spirit
1638,Heroic Spirit Dream Portrait: Kriemhild,4-Star,Heroic_Spirit
1639,Heroic Spirit Dream Portrait: Taigong Wang,4-Star,Heroic_Spirit
1640,Heroic Spirit Dream Portrait: Kyokutei Bakin,4-Star,Heroic_Spirit
1641,Heroic Spirit Dream Portrait: Kama,4-Star,Heroic_Spirit
1642,Heroic Spirit Dream Portrait: Mysterious Ranmaru X,4-Star,Heroic_Spirit
1643,Heroic Spirit Dream Portrait: Demon King Nobunaga,4-Star,Heroic_Spirit
1644,Heroic Spirit Dream Portrait: Cú Chulainn,4-Star,Heroic_Spirit
1645,Heroic Spirit Dream Portrait: Mashu Kyrielight,4-Star,Heroic_Spirit
1646,Heroic Spirit Dream Portrait: Hijikata Toshiz?,4-Star,Heroic_Spirit
1647,Heroic Spirit Dream Portrait: Artoria Pendragon,4-Star,Heroic_Spirit
1648,Heroic Spirit Dream Portrait: Super Bunyan,4-Star,Heroic_Spirit
1649,Heroic Spirit Dream Portrait: Jacques de Molay,4-Star,Heroic_Spirit
1650,Heroic Spirit Dream Portrait: Zenobia,4-Star,Heroic_Spirit
1651,Heroic Spirit Dream Portrait: Columbus,4-Star,Heroic_Spirit
1652,Heroic Spirit Dream Portrait: Katsushika Hokusai,4-Star,Heroic_Spirit
