Servent_ID,Servant_Name,Rarity,Servent_Summon,Servent_Class,Servent_JPName,Servent_AKA,Servent_Cost,ATKLevel1,ATKMaxLevel,HPLevel1,HPMaxLevel,ATKLevel100,HPLevel100,ATKLevel120,HPLevel120,VoiceActor,Illustrator,Servent_Attribute,StarAbsorption,StarGeneration,NPChargeATK,NPChargeDEF,DeathRate,Servent_Alignments,ServentGender,ServentTraits,QuickHits,ArtsHits,BusterHits,ExtraHits,NPDamageType,NPRank,NPClassification,NPHit-Count
119,Artoria Pendragon (Lancer),5-Star,Story-locked,Lancer,アルトリア・ペンドラゴン,"Lion King (獅子王, Shishi-Ō?)King Arthur, King of Knights, Goddess of Rhongomyniad",16,1699,10995,2288,15606,12036,17097,14127,20094,Kawasumi Ayako,Ishida Akira,Sky,89,12.20%,1.10%,4%,24%,Lawful Good,Female,"Arthur, Artoria Face, Dragon, Hominidae Servant, Humanoid, King, Riding, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,1,5,Buster,A++,Anti-Fortress,2
120,Nitocris,4-Star,Non-Limited,Caster,ニトクリス,"Avatar of the Sky (天空の化身, Tenkū no Keshin?)Nitocret, Neithikerty",12,1510,9060,1806,11288,10970,13686,12880,16085,Tanaka Minami,Shimaudon,Earth,50,10.80%,0.54%,3%,36%,Lawful Good,Female,"Costume-Owning, Divine Spirit, Divinity, Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Arts,B+,Anti-Army,3
121,Lancelot (Saber),4-Star,Non-Limited,Saber,ランスロット,"Sir Lancelot du Lac, Lord of Joyous Gard, Knight of the Lake",12,1658,9949,1854,11589,12046,14051,14144,16514,Okiayu Ryoutarou,Shimadoriru,Earth,100,10%,0.83%,3%,28%,Lawful Good,Male,"Costume-Owning, Hominidae Servant, Humanoid, Loved One, Riding, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,4,5,Arts,A,Anti-Army,1
122,Tristan,4-Star,Story-locked,Archer,トリスタン,"Drustanus, Trystan, Tristram, Trischin, Child of Sadness, Tristão",12,1622,9735,1862,11637,11787,14110,13840,16583,Uchiyama Kōki,Morii Shizuki,Earth,145,8.10%,0.58%,3%,31.50%,Lawful Good,Male,"Costume-Owning, Hominidae Servant, Humanoid, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,5,6,Quick,A,Anti-Army,7
123,Gawain,4-Star,Story-locked,Saber,ガウェイン,"Holy Sword of the Sun (太陽の聖剣, Taiyō no Seiken?)Knight of the Sun, White Knight of the Round Table",12,1695,10173,1827,11419,12317,13845,14462,16272,Mizushima Takahiro,Wada Arco,Earth,102,10%,1.14%,3%,21%,Lawful Good,Male,"Costume-Owning, Hominidae Servant, Humanoid, Loved One, Riding, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",2,2,1,5,Buster,A+,Anti-Army,4
124,Hassan of the Serenity,3-Star,Non-Limited,Assassin,静謐のハサン,Mary,7,1232,6636,1675,9310,8981,12623,10548,14837,Senbongi Sayaka,Nakahara,Man,102,25.60%,0.53%,4%,44%,Lawful Evil,Female,"Costume-Owning, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,4,5,Arts,C,Anti-Unit,1
125,Tawara Tōta,3-Star,Non-Limited,Archer,俵藤太,"Fujiwara no Hidesato (藤原秀郷?), Tawara no Touta",7,1306,7032,1764,9800,9517,13287,11177,15618,Suzumura Kenichi,Simosi,Man,150,7.80%,0.57%,3%,36%,Neutral Good,Male,"Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",2,3,1,5,Buster,B,Anti-Army,3
126,Bedivere,3-Star,Story-locked,Saber,ベディヴィエール,"The Silver Arm (銀色の腕, Gin'iro no Ude?)Lucius, The Shining Airgetlám, Wandering Knight (放浪の騎士, Hōrō no kishi)",7,1416,7627,1727,9595,10322,13009,12123,15291,Miyano Mamoru,Tenkuu Sphere,Star,100,10.20%,1.11%,3%,28%,Lawful Good,Male,"Costume-Owning, Hominidae Servant, Humanoid, Loved One, Riding, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",2,2,1,5,Buster,C,Anti-Unit,2
127,Leonardo Da Vinci,5-Star,Limited,Caster,レオナルド・ダ・ヴィンチ,"Universal Genius (万能の天才?), Da Vinci-chan (ダ・ヴィンチちゃん?), Shopkeeper",16,1637,10598,2091,14259,11601,15621,13617,18359,Sakamoto Maaya,Simosi,Star,50,10.80%,0.54%,3%,34.50%,Chaotic Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,1,4,Arts,EX,Anti-UnitAnti-Army,1
128,Tamamo no Mae (Lancer),5-Star,Limited,Lancer,玉藻の前; タマモちゃんサマー,"Summer Tamamo-chan, Tamamo Shark",16,1657,10726,2221,15147,11741,16594,13782,19503,Saito Chiwa,Wada Arco,Sky,91,12.20%,1.05%,4%,40%,Neutral Summer,Female,"Animal Characteristics Servant, Demonic Beast Servant, Divine Spirit, Divinity, Goddess Servant, Humanoid, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,2,3,4,Buster,C,Anti-Unit,4
129,Artoria Pendragon (Archer),5-Star,Limited,Archer,アルトリア・ペンドラゴン,"Archuria, Squirtoria",16,1742,11276,2134,14553,12343,15943,14488,18738,Kawasumi Ayako,Takeuchi Takashi,Earth,153,8%,0.59%,3%,25.80%,Lawful Good,Female,"Arthur, Artoria Face, Dragon, Hominidae Servant, Humanoid, King, Round Table Knight, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,3,5,Arts,A,Anti-Unit,10
130,Marie Antoinette (Caster),4-Star,Limited,Caster,マリー・アントワネット,-,12,1510,9060,1824,11404,10970,13827,12880,16251,Taneda Risa,Ginka,Man,50,10.90%,0.32%,3%,36%,Lawful Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,5,1,4,Arts,A,Anti-ArmyAnti-Populace,3
131,Anne Bonny & Mary Read (Archer),4-Star,Limited,Archer,アン・ボニー＆メアリー・リード,-,12,1574,9446,1843,11521,11437,13969,13429,16418,"Nonaka Ai, Kawasumi Ayako",I-IV,Man,153,8.10%,0.85%,3%,40.5%%,Chaotic Balanced,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,2,1,5,Buster,C++,Anti-Unit,9
132,Mordred (Rider),4-Star,Limited,Rider,モードレッド,"Miss Surfer Mor, Miss Su-Mor",12,1535,9212,1824,11400,11154,13822,13096,16245,Sawashiro Miyuki,Konoe Ototsugu,Earth,204,9.20%,0.71%,3%,35%,Chaotic Good,Female,"Artoria Face, Dragon, Hominidae Servant, Humanoid, Round Table Knight, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,2,1,4,Arts,A,Anti-Wave,5
133,Scáthach (Assassin),4-Star,Event-Obtain,Assassin,スカサハ,-,12,1508,9049,1786,11168,10956,13541,12864,15915,Noto Mamiko,Koyama Hirokazu,Star,98,25.60%,0.71%,4%,44%,Neutral Good,Female,"Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,3,5,Quick,B+,Anti-UnitAnti-Army,5
134,Kiyohime (Lancer),4-Star,Limited,Lancer,清姫,-,12,1489,8936,1899,11870,10820,14392,12704,16915,Taneda Risa,BLACK,Earth,92,12%,1.05%,4%,40%,Chaotic Evil,Female,"Child Servant, Dragon, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",2,2,6,5,Buster,A,Anti-Unit,6
135,Martha (Ruler),4-Star,Limited,Ruler,マルタ,Saint Martha (Ruler),12,1591,9546,1800,11250,11558,13640,13571,16031,Hayami Saori,Sakamoto Mineji,Man,102,10%,0.76%,3%,21%,Lawful Good,Female,"Hominidae Servant, Humanoid, Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,1,5,Buster,A,Anti-UnitAnti-Dragon,10
136,Illyasviel von Einzbern,5-Star,Limited,Caster,イリヤスフィール・フォン・アインツベルン,Illya,16,1677,10857,2027,13825,11885,15146,13950,17800,"Kadowaki Mai, Takano Naoko",Hiroyama Hiroshi,Man,51,10.70%,0.32%,3%,42%,Neutral Good,Female,"Child Servant, Costume-Owning, Hominidae Servant, Humanoid, Illya, Living Human, Servant, Seven Knights Servant, Weak to Enuma Elish",3,5,1,5,Buster,A+,Anti-Unit,4
137,Chloe von Einzbern,4-Star,Event-Obtain,Archer,クロエ・フォン・アインツベルン,Kuro,12,1640,9845,1746,10914,11920,13239,13996,15553,Saito Chiwa,Hiroyama Hiroshi,Sky,148,8%,0.38%,3%,36%,Chaotic Good,Female,"Child Servant, Hominidae Servant, Humanoid, Living Human, Servant, Seven Knights Servant, Weak to Enuma Elish",3,6,2,4,Arts,C,Anti-Unit,6
138,Elizabeth Báthory (Brave),4-Star,Event-Obtain,Saber,エリザベート・バートリー〔ブレイブ〕,"Brave-Eliza, Elizabeth Bathory (Brave)",12,1649,9899,1799,11248,11986,13638,14073,16029,Ookubo Rumi,Wada Arco,Earth,100,9.90%,0.55%,3%,28%,Chaotic Good,Female,"Dragon, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,1,5,Buster,B,Anti-Army,7
139,Cleopatra,5-Star,Limited,Assassin,クレオパトラ,The Last Pharaoh,16,1713,11088,1965,13402,12138,14682,14247,17256,Kugimiya Rie,Komatsuzaki Rui,Man,98,25.50%,1.06%,4%,49.50%,Lawful Balanced,Female,"Divinity, Hominidae Servant, Humanoid, King, Levitating Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,3,6,Buster,A,Anti-Army,5
140,Vlad III (EXTRA),4-Star,Non-Limited,Lancer,ヴラド三世〔EXTRA〕,"Vlad the Impaler, Vlad Ţepeş, Count Dracula",12,1462,8775,2080,13005,10625,15769,12475,18533,Egawa Hisao,Wada Arco,Man,88,11.60%,1.10%,4%,24%,Lawful Good,Male,"Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Stout Defender, Weak to Enuma Elish",3,2,3,5,Buster,C,Anti-Army,6
141,Jeanne d'Arc Alter Santa Lily,4-Star,Event-Obtain,Lancer,ジャンヌ・ダルク・オルタ・サンタ・リリィ,Joan of Arc,12,1543,9261,1899,11870,11213,14392,13166,16915,Sakamoto Maaya,Takeuchi Takashi,Man,92,12.10%,0.72%,4%,28%,Chaotic Good,Female,"Artoria Face, Child Servant, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,1,5,Buster,A+,Anti-Army,5
142,Ishtar,5-Star,Limited,Archer,イシュタル,"Goddess of Venus (金星の女神, Kinsei no Megami?)Inanna, Mistress of Heaven, Tohsaka Rin (遠坂凛, Tōsaka Rin?)",16,1893,12252,2048,13965,13412,15299,15742,17981,Ueda Kana,Morii Shizuki,Sky,153,8%,0.45%,3%,22.50%,Lawful Good,Female,"Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Levitating Servant, Living Human, Pseudo-Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,1,7,Buster,A++,Anti-Mountain,3
143,Enkidu,5-Star,Non-Limited,Lancer,エルキドゥ,"Chains of Heaven (天の鎖, Ten no Kusari?), Kingu",16,1666,10780,2244,15300,11800,16762,13851,19699,Kobayashi Yū,Morii Shizuki,Sky,90,12%,0.53%,4%,28%,Neutral Balanced,Unknown,"Costume-Owning, Feminine Looking, Humanoid, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,5,1,6,Buster,A++,Anti-Purge,5
144,Quetzalcoatl,5-Star,Story-locked,Rider,ケツァル・コアトル,"Feathered Serpent, Winged Serpent, Great Firebird of the Sun, Wind of Mesoamerica, Coatl",16,1854,12001,1900,12960,13137,14198,15420,16687,Endou Aya,Hiroe Rei,Sky,205,9%,0.90%,3%,25%,Lawful Good,Female,"Divine Spirit, Divinity, Hominidae Servant, Humanoid, Immune to Pigify, King, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,3,5,Buster,A,Anti-UnitAnti-Fortress,1
145,Gilgamesh (Caster),4-Star,Non-Limited,Caster,ギルガメッシュ,"Sovereign of Magic Wands (魔杖の支配者, Majō no Shihai-sha?)Sage King (賢王, Ken-ō?)",12,1410,8460,1920,12005,10243,14556,12027,17108,Seki Tomokazu,Ginka,Man,51,10.90%,0.32% /  0.16%,3%,42%,Lawful Good,Male,"Costume-Owning, Divinity, Hominidae Servant, Humanoid, King, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",2,5,6,5,Arts,B,Anti-Army ~ Anti-Fortress,10
146,Medusa (Lancer),4-Star,Non-Limited,Lancer,"メドゥーサ, アナ","Medousiana, Medusa Lily, Anna, Ana",12,1375,8253,2099,13119,9993,15907,11733,18695,Asakawa Yuu,BLACK,Earth,89,12.20%,0.44%,4%,40%,Neutral Good,Female,"Child Servant, Divine Spirit, Divinity, Humanoid, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,1,5,Quick,B,Anti-Unit,8
147,Gorgon,4-Star,Story-locked,Avenger,ゴルゴーン,Medusa,12,1784,10706,1631,10197,12963,12364,15220,14531,Asakawa Yuu,Simosi,Earth,29,6%,0.37%,5%,7%,Chaotic Evil,Female,"Animal Characteristics Servant, Demonic Beast Servant, Divine Spirit, Humanoid, Non-Hominidae Servant, Servant, Weak to Enuma Elish",3,5,3,5,Buster,A,Anti-Army,3
148,Jaguar Man,3-Star,Story-locked,Lancer,ジャガーマン,"Jaguar Warrior (NA), Fujimura Taiga (藤村大河, Fujimura Taiga?)",7,1304,7022,1726,9593,9503,13007,11161,15288,Itō Miki,Aotsuki Takao,Earth,90,12%,1.05%,4%,40%,Chaotic Balanced,Female,"Animal Characteristics Servant, Divinity, Hominidae Servant, Humanoid, Living Human, Pseudo-Servant, Servant, Seven Knights Servant, Weak to Enuma Elish, Wild Beast",2,2,4,6,Buster,B,Anti-Unit,2
150,Merlin,5-Star,Limited,Caster,マーリン,Magus of Flowers,16,1629,10546,2091,14259,11544,15621,13551,18359,"Sakurai Takahiro, Kawasumi Ayako",Taiki,Earth,49,10.80%,0.81%,3%,36%,Lawful Good,Male,"Costume-Owning, Hominidae Servant, Humanoid, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,5,6,Arts,C,Anti-Unit,－
153,Miyamoto Musashi,5-Star,Limited,Saber,宮本武蔵; 新免武蔵守藤原玄信,"Flower of Tengen (天元の花, Tengen no Hana?), Shinmen Musashi no Kami Fujiwara no HarunobuBennosuke (弁之助), Niten Dōraku (二天道楽), Shinmen Takezō, DATA LOST",16,1860,12037,1999,13635,13176,14938,15466,17556,Sakura Ayane,Koyama Hirokazu,Man,100,10%,0.87%,3%,35%,Chaotic Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,4,Buster,A,Anti-Unit,7
154,"""The Old Man of the Mountain""",5-Star,Limited,Assassin,"""山の翁""","King Hassan, First Hassan, Hassan-i Sabbah, Grand Assassin",16,1831,11848,1956,13338,12969,14612,15223,17173,Nakata Jouji,Ryota-H,Man,98,25.50%,1%,4%,49.50%,Lawful Evil,Male,"Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",5,3,1,6,Buster,C,Anti-Unit,1
155,Mysterious Heroine X (Alter),5-Star,Limited,Berserker,謎のヒロインＸ〔オルタ〕,"MHX Alter, MHXA, Ecchan",16,1717,11113,2079,14175,12165,15529,14279,18251,Kawasumi Ayako,BUNBUN,Star,9,5%,1.07%,5%,37.30%,Neutral Evil,Female,"Arthur, Artoria Face, Dragon, Enuma Elish Nullification, Hominidae Servant, Humanoid, King, Round Table Knight, Servant, Seven Knights Servant",3,2,4,5,Quick,A+,Anti-Unit,9
156,James Moriarty,5-Star,Limited,Archer,ジェームズ・モリアーティ,"Archer of Shinjuku (新宿のアーチャー?), Professor Moriarty, The Napoléon of Crime, Sherlock Holmes Rival",16,1820,11781,2007,13685,12896,14992,15137,17620,Hashi Takaya,Honjou Raita,Man,153,8%,0.38%,3%,31.50%,Chaotic Evil,Male,"Costume-Owning, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,5,6,Buster,A+,Anti-Army,12
157,EMIYA (Alter),4-Star,Story-locked,Archer,エミヤ〔オルタ〕,"Emiya Shirou (衛宮士郎, Emiya Shirō?), Detroit Emiya, Demiya, Edgemiya, Edgy Emiya",12,1499,8996,1960,12250,10892,14853,12789,17456,Suwabe Junichi,Sasaki Shonen,Man,145,7.90%,0.43%,3%,31.50%,Chaotic Evil,Male,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,4,5,Arts,E~A,Anti-Unit,10
158,Hessian Lobo,4-Star,Non-Limited,Avenger,ヘシアン・ロボ,"Avenger of Shinjuku (新宿のアヴェンジャー?), Rider of Shinjuku (新宿のライダー?), King of Currumpaw (Wolf), Hesse, headless knight",12,1771,10628,1591,9949,12868,12063,15109,14178,Takeuchi Ryouta,Simosi,Earth,29,6%,0.79%,5%,10%,Chaotic Evil,Male,"Animal Characteristics Servant, Demonic Beast Servant, Fairy Tale Servant, Humanoid, Non-Hominidae Servant, Servant, Weak to Enuma Elish, Wild Beast",3,2,2,5,Quick,C,Anti-Unit,8
159,Yan Qing,4-Star,Non-Limited,Assassin,燕青,"Assassin of Shinjuku (新宿のアサシン?), Langzi (Wanderer / Prodigal), Ensei, Shinshin-san, Doppelgänger",12,1443,8661,1862,11637,10487,14110,12313,16583,Okamoto Nobuhiko,Shimaudon,Man,100,25.60%,0.71%,4%,49.50%,Chaotic Evil,Male,"Costume-Owning, Hominidae Servant, Humanoid, Loved One, Mount Liang, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,1,5,Quick,A,Anti-Unit,11
160,Arthur Pendragon (Prototype),5-Star,Limited,Saber,アーサー・ペンドラゴン〔プロトタイプ〕,"Knight of Sky Silver, Proto Saber, Red Dragon, King of Knights, King Arthur, Artorius",16,1926,12465,2049,13975,13645,15310,16016,17994,Sakurai Takahiro,Nakahara,Earth,100,10%,0.84%,3%,24.50%,Lawful Good,Male,"Arthur, Costume-Owning, Dragon, Hominidae Servant, Humanoid, King, Loved One, Riding, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,1,5,Buster,EX,???,3
161,Hijikata Toshizō,5-Star,Limited,Berserker,土方歳三,"Hijikata Toshizou, Demon of the Battlefield; Berserker of Bakumatsu Period; Vice Captain of Shinsengumi",16,1868,12089,1764,12028,13234,13178,15533,15486,Hoshino Takanori,Yogo Yuuki,Man,9,4.90%,1.08%,5%,65%,Lawful Evil,Male,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Shinsengumi Servant, Weak to Enuma Elish",3,2,2,3,Buster,C+,Anti-Unit,5
162,Chacha,4-Star,Event-Obtain,Berserker,茶々,Yodo-dono (淀殿?),12,1490,8945,1764,11025,10831,13368,12717,15711,Asumi Kana,pako,Man,10,4.90%,1.03%,5%,52%,Chaotic Balanced,Female,"Child Servant, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,5,4,Buster,C,Fortress,8
163,Meltryllis,5-Star,Limited,Alter Ego,メルトリリス,"Meltlilith, Alter Ego S, Artemis, Lotan, Sarasvati",16,1807,11692,1965,13402,12799,14682,15023,17256,Hayami Saori,Wada Arco,Earth,100,10.20%,0.92%,4%,30%,Lawful Good,Female,"Divinity, Goddess Servant, Humanoid, Immune to Pigify, Mechanical, Non-Hominidae Servant, Riding, Servant, Weak to Enuma Elish",4,2,1,6,Quick,EX,Anti-Personnel,8
164,Passionlip,4-Star,Limited,Alter Ego,パッションリップ,"Alter Ego M, Parvati, Brynhildr, Durga",12,1716,10299,1744,10901,12470,13217,14641,15534,Ogura Yui,Wada Arco,Earth,97,9.90%,0.77%,4%,35%,Lawful Balanced,Female,"Divinity, Goddess Servant, Humanoid, Immune to Pigify, Mechanical, Non-Hominidae Servant, Servant, Weak to Enuma Elish",4,3,1,5,Buster,C,Anti-Unit,12
165,Suzuka Gozen,4-Star,Non-Limited,Saber,鈴鹿御前,"Tate Eboshi, JK Saber",12,1590,9544,1880,11753,11556,14250,13568,16748,Touyama Nao,Takenoko Seijin,Sky,100,10.20%,0.57%,3%,21%,Neutral Evil,Female,"Divine Spirit, Divinity, Humanoid, Non-Hominidae Servant, Oni, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,4,Buster,B+,Anti-Army,10
166,BB,4-Star,Event-Obtain,Moon Cancer,ＢＢ,Mysterious Black Magus,12,1366,8197,2182,13643,9925,16542,11653,19442,Shitaya Noriko,Wada Arco,Man,52,14.70%,0.61%,3%,0.60%,Chaotic Good,Female,"Goddess Servant, Hominidae Servant, Humanoid, Immune to Pigify, Mechanical, Servant, Weak to Enuma Elish",4,3,1,4,Arts,A,Anti-Unit,5
167,Sesshōin Kiara,5-Star,Limited,Alter Ego,殺生院キアラ,"Sessyoin Kiara, Sesshouin Kiara, Demonic Bodhisattva, Last Prophet, Beast III/R",16,1803,11668,2142,14606,12772,16001,14992,18806,Tanaka Rie,Wada Arco,Beast,97,10%,0.55%,4%,25%,Chaotic Evil,Female,"Goddess Servant, Hominidae Servant, Humanoid, Servant, Weak to Enuma Elish",3,3,1,5,Arts,EX,Anti-Unit,3
169,Scheherazade,5-Star,Non-Limited,Caster,シェヘラザード,"Caster of Nightless City (不夜城のキャスター?), Shahrazad (Persian)",16,1423,9212,2324,15846,10084,17360,11836,20402,Inoue Kikuko,Namaniku ATK (Nitroplus),Man,52,10.80%,0.51%,3%,48%,Lawful Balanced,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,4,4,Arts,EX,Anti-King,5
170,Wu Zetian,4-Star,Non-Limited,Assassin,武則天,"Assassin of Nightless City (不夜城のアサシン?), Fūyā-chan, Nite Brite, Bu Sokuten",12,1496,8981,1750,10942,10874,13267,12768,15593,Izawa Shiori,Harada Takehito,Man,102,25.50%,0.87%,4%,38.50%,Lawful Evil,Female,"Child Servant, Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,3,Quick,B,Anti-Unit,4
171,Penthesilea,4-Star,Non-Limited,Berserker,ペンテシレイア,"Berserker of El Dorado (エルドラドのバーサーカー?), Amazones CEO",12,1750,10502,1628,10175,12716,12337,14930,14499,Shimamura Yuu,Shinjirō,Earth,10,4.90%,1.07%,5%,39%,Lawful Good,Female,"Costume-Owning, Divinity, Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,2,5,Buster,B,Anti-Unit,8
172,Christopher Columbus,3-Star,Story-locked,Rider,クリストファー・コロンブス,"Rider of Resistance (レジスタンスのライダー?), Cristoforo Colombo, Cristóbal Colón, Cristóvão Colombo",7,1216,6552,1728,9600,8867,13016,10415,15299,Ootsuka Houchuu,Motomurabito,Man,208,8.90%,0.55%,3%,50%,Neutral Evil,Male,"Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,4,5,Buster,A,Anti-Army,5
173,Sherlock Holmes,5-Star,Limited,Ruler,シャーロック・ホームズ,"The One who Illuminates the Truth (真実を照らす者, Shinjitsu wo Terasu mono?), Holmes, Felp",16,1776,11495,1960,13365,12583,14642,14770,17208,Mizushima Takahiro,Yamanaka Kotetsu,Star,100,10%,0.76%,3%,24.50%,Neutral Good,Male,"Enuma Elish Nullification, Hominidae Servant, Humanoid, Servant",3,3,4,5,Arts,B,Anti-UnitAnti-World,－
174,Paul Bunyan,1-Star,Event-Obtain,Berserker,ポール・バニヤン,Berserker of Learning with Manga,3,1099,6044,1239,6196,9391,9551,11068,11232,Omigawa Chiaki,Riyo,Earth,9,4.90%,0.67%,5%,65%,Neutral Balanced,Female,"Child Servant, Costume-Owning, Fairy Tale Servant, Giant, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,4,Buster,A,Anti-Army,2
175,Nero Claudius (Caster),5-Star,Limited,Caster,ネロ・クラウディウス,-,16,1677,10857,2007,13685,11885,14992,13950,17620,Tange Sakura,Wada Arco,Man,51,11.10%,0.40%,3%,42%,Chaotic Summer,Female,"Artoria Face, Hominidae Servant, Humanoid, King, Riding, Roman, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,6,2,6,Buster,A,Anti-Army,5
176,Frankenstein (Saber),4-Star,Limited,Saber,フランケンシュタイン,-,12,1558,9353,1919,11993,11325,14541,13297,17090,Nonaka Ai,Okazaki Takeshi,Earth,102,9.90%,0.70%,3%,31.50%,Neutral Summer,Female,"Hominidae Servant, Humanoid, Mechanical, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,4,5,5,Quick,D~B,Anti-Unit,5
177,Nitocris (Assassin),4-Star,Limited,Assassin,ニトクリス,Medjed (メジェド?),12,1468,8812,1843,11518,10670,13965,12528,16413,Tanaka Minami,Shimaudon,Sky,102,25%,0.78%,3%,33%,Lawful Good,Female,"Divine Spirit, Divinity, Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,2,1,4,Arts,B,Anti-Army,3
178,Oda Nobunaga (Berserker),4-Star,Limited,Berserker,織田信長,-,12,1691,10146,1603,10023,12285,12153,14424,14283,Kugimiya Rie,pako,Man,10,5%,0.93%,5%,52%,Chaotic Summer,Female,"Hominidae Servant, Humanoid, King, Nobunaga, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,2,6,5,Buster,E~EX,Anti-Divine,12
179,Artoria Pendragon (Rider Alter),5-Star,Limited,Rider,アルトリア・ペンドラゴン〔オルタ〕,"Maid Alter, Demonic Chief Maid, King of Maids",16,1665,10776,2090,14256,11796,15618,13846,18355,Kawasumi Ayako,Takeuchi Takashi,Man,200,9%,0.59%,3%,30%,Lawful Evil,Female,"Arthur, Artoria Face, Dragon, Hominidae Servant, Humanoid, King, Riding, Round Table Knight, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,2,5,Quick,A,Anti-Army,6
180,Helena Blavatsky (Archer),4-Star,Limited,Archer,エレナ・ブラヴァツキー,Elena Blavatsky,12,1574,9446,1824,11404,11437,13827,13429,16251,Kanemoto Hisako,MatsuRyuu,Man,153,8%,0.38%,3%,27%,Chaotic Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,5,1,3,Arts,B+,Anti-Army,4
181,Minamoto no Raikō (Lancer),4-Star,Limited,Lancer,源頼光,"Minamoto no Yorimitsu, Minamoto no Raikou",12,1528,9168,1938,12112,11100,14686,13033,17260,Tomatsu Haruka,Honjou Raita,Sky,89,11.80%,0.75%,4.00%,24%,Lawful Good,Female,"Divinity, Genji, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,4,1,5,Buster,A+,Anti-Unit,6
